Rain,Temperature,RH,DewPoint,WindSpeed,GustSpeed,WindDirection,FRUTO,SEVERIDAD (%),INCIDENCIA
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,7,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,8,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,9,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,10,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,1,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,2,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,3,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,4,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,5,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,6,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,7,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,8,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,9,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,10,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,1,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,2,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,3,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,4,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,5,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,6,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,7,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,8,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,9,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,10,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,1,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,2,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,3,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,4,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,5,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,6,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,7,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,8,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,9,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,10,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,1,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,2,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,3,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,4,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,5,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,6,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,7,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,8,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,9,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,10,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,1,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,2,45,1
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,3,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,4,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,5,40,1
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,6,75,1
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,7,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,8,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,9,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,10,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,1,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,2,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,3,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,4,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,5,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,6,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,7,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,8,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,9,70,1
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,10,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,1,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,2,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,3,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,4,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,5,70,1
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,6,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,7,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,8,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,9,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,10,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,1,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,2,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,3,40,1
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,4,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,5,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,6,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,7,60,1
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,8,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,9,70,1
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,10,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,1,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,2,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,3,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,4,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,5,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,6,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,7,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,8,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,9,40,1
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,10,30,1
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,1,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,2,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,3,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,4,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,5,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,6,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,7,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,8,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,9,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,10,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,1,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,2,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,3,50,1
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,4,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,5,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,6,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,7,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,8,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,9,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,10,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,1,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,2,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,3,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,4,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,5,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,6,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,7,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,8,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,9,40,1
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,10,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,1,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,2,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,3,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,4,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,5,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,6,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,7,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,8,65,1
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,9,0,0
0,25.60115972,80.95736458,21.54459028,0.039930556,0.626736111,188.5104167,10,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,1,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,2,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,3,10,1
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,4,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,5,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,6,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,7,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,8,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,9,90,1
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,10,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,1,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,2,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,3,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,4,100,1
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,5,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,6,80,1
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,7,100,1
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,8,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,9,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,10,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,1,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,2,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,3,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,4,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,5,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,6,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,7,50,1
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,8,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,9,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,10,100,1
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,1,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,2,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,3,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,4,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,5,80,1
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,6,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,7,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,8,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,9,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,10,100,1
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,1,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,2,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,3,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,4,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,5,80,1
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,6,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,7,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,8,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,9,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,10,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,1,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,2,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,3,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,4,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,5,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,6,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,7,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,8,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,9,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,10,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,1,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,2,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,3,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,4,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,5,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,6,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,7,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,8,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,9,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,10,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,1,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,2,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,3,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,4,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,5,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,6,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,7,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,8,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,9,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,10,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,1,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,2,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,3,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,4,100,1
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,5,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,6,75,1
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,7,30,1
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,8,100,1
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,9,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,10,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,1,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,2,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,3,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,4,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,5,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,6,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,7,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,8,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,9,0,0
0,23.69477431,79.28651389,19.08063889,0.192708333,0.90625,165.1666667,10,0,0
0.009027778,23.08511458,89.454875,21.0713125,0.078125,0.876736111,207.0520833,1,0,0
0.009027778,23.08511458,89.454875,21.0713125,0.078125,0.876736111,207.0520833,2,0,0
0.009027778,23.08511458,89.454875,21.0713125,0.078125,0.876736111,207.0520833,3,0,0
0.009027778,23.08511458,89.454875,21.0713125,0.078125,0.876736111,207.0520833,4,0,0
0.009027778,23.08511458,89.454875,21.0713125,0.078125,0.876736111,207.0520833,5,0,0
0.009027778,23.08511458,89.454875,21.0713125,0.078125,0.876736111,207.0520833,6,0,0
0.009027778,23.08511458,89.454875,21.0713125,0.078125,0.876736111,207.0520833,7,0,0
0.009027778,23.08511458,89.454875,21.0713125,0.078125,0.876736111,207.0520833,8,0,0
0.009027778,23.08511458,89.454875,21.0713125,0.078125,0.876736111,207.0520833,9,0,0
0.009027778,23.08511458,89.454875,21.0713125,0.078125,0.876736111,207.0520833,10,100,1
0.009027778,23.08511458,89.454875,21.0713125,0.078125,0.876736111,207.0520833,1,0,0
0.009027778,23.08511458,89.454875,21.0713125,0.078125,0.876736111,207.0520833,2,80,1
0.009027778,23.08511458,89.454875,21.0713125,0.078125,0.876736111,207.0520833,3,0,0
0.009027778,23.08511458,89.454875,21.0713125,0.078125,0.876736111,207.0520833,4,0,0
0.009027778,23.08511458,89.454875,21.0713125,0.078125,0.876736111,207.0520833,5,80,1
0.009027778,23.08511458,89.454875,21.0713125,0.078125,0.876736111,207.0520833,6,80,1
